FareType	DollarFare	PointsFare
LOWEST	48.2	0
POINTS	48.2	2600
LOWEST	98.99	0
POINTS	98.99	6300
LOWEST	118.2	0
POINTS	118.2	7800
LOWEST	78.1	0
POINTS	78.1	3800
LOWEST	48.2	0
POINTS	48.2	2600
LOWEST	123.26	0
POINTS	123.26	3500
LOWEST	68.2	0
POINTS	68.2	4000
LOWEST	443.2	0
POINTS	443.2	40900
LOWEST	93.2	0
POINTS	93.2	5900
LOWEST	207.26	0
POINTS	207.26	7700
LOWEST	153.2	0
POINTS	153.2	10300
LOWEST	152.1	0
POINTS	152.1	9200
LOWEST	138.2	0
POINTS	138.2	9200
LOWEST	168.2	0
POINTS	168.2	11500
LOWEST	111.2	0
POINTS	111.2	7200
LOWEST	157.98	0
POINTS	157.98	10700
LOWEST	108.2	0
POINTS	108.2	7000
LOWEST	197.1	0
POINTS	197.1	11500
LOWEST	182.66	0
POINTS	182.66	7500
LOWEST	192.2	0
POINTS	192.2	13200
LOWEST	192.98	0
POINTS	192.98	13300
LOWEST	63.2	0
POINTS	63.2	3700
LOWEST	119.1	0
POINTS	119.1	6000
LOWEST	48.2	0
POINTS	48.2	2600
LOWEST	83.98	0
POINTS	83.98	5200
LOWEST	83.7	0
POINTS	83.7	5300
LOWEST	329.2	0
POINTS	329.2	25200
LOWEST	132.2	0
POINTS	132.2	8800
LOWEST	53.2	0
POINTS	53.2	2900
LOWEST	128.2	0
POINTS	128.2	8500
LOWEST	145.2	0
POINTS	145.2	9800
LOWEST	148.2	0
POINTS	148.2	10000
LOWEST	207.26	0
POINTS	207.26	7700
LOWEST	48.2	0
POINTS	48.2	2600
LOWEST	134.2	0
POINTS	134.2	8900
LOWEST	96.98	0
POINTS	96.98	6200
LOWEST	123.21	0
POINTS	123.21	8100
LOWEST	118.2	0
POINTS	118.2	7800
LOWEST	158.4	0
POINTS	158.4	7400
LOWEST	118.2	0
POINTS	118.2	7800
LOWEST	73.2	0
POINTS	73.2	4400
LOWEST	172.98	0
POINTS	172.98	11800
LOWEST	68.2	0
POINTS	68.2	4000
LOWEST	258.2	0
POINTS	258.2	18100
LOWEST	166.98	0
POINTS	166.98	11400
LOWEST	127.1	0
POINTS	127.1	7400
LOWEST	129.2	0
POINTS	129.2	8600
LOWEST	58.2	0
POINTS	58.2	3300
LOWEST	133.1	0
POINTS	133.1	6700
LOWEST	180.2	0
POINTS	180.2	12300
LOWEST	40.2	0
POINTS	40.2	2000
LOWEST	88.2	0
POINTS	88.2	5500
LOWEST	159.2	0
POINTS	159.2	10800
LOWEST	87.1	0
POINTS	87.1	4400
LOWEST	148.2	0
POINTS	148.2	10000
LOWEST	175.2	0
POINTS	175.2	12000
LOWEST	123.21	0
POINTS	123.21	8100
LOWEST	73.2	0
POINTS	73.2	4400
LOWEST	126.7	0
POINTS	126.7	8500
LOWEST	68.2	0
POINTS	68.2	4000
LOWEST	128.98	0
POINTS	128.98	8600
LOWEST	102.1	0
POINTS	102.1	5500
LOWEST	53.2	0
POINTS	53.2	2900
LOWEST	138.2	0
POINTS	138.2	9200
LOWEST	102.1	0
POINTS	102.1	5500
LOWEST	118.2	0
POINTS	118.2	7800
LOWEST	98.99	0
POINTS	98.99	6300
LOWEST	185.4	0
POINTS	185.4	9400
LOWEST	143.2	0
POINTS	143.2	9600
LOWEST	148.2	0
POINTS	148.2	10000
LOWEST	123.21	0
POINTS	123.21	8100
LOWEST	137.2	0
POINTS	137.2	9200
LOWEST	144.2	0
POINTS	144.2	9700
LOWEST	98.2	0
POINTS	98.2	6300
LOWEST	130.1	0
POINTS	130.1	7600
LOWEST	190.4	0
POINTS	190.4	9800
LOWEST	118.2	0
POINTS	118.2	7800
LOWEST	162.4	0
POINTS	162.4	7700
LOWEST	151.2	0
POINTS	151.2	10200
LOWEST	123.21	0
POINTS	123.21	8100
LOWEST	126.2	0
POINTS	126.2	8300
LOWEST	198.2	0
POINTS	198.2	13700
LOWEST	157.98	0
POINTS	157.98	10700
LOWEST	112.1	0
POINTS	112.1	6300
LOWEST	68.1	0
POINTS	68.1	3000
LOWEST	162.4	0
POINTS	162.4	7700
LOWEST	137.98	0
POINTS	137.98	9200
LOWEST	277.61	0
POINTS	277.61	13400
LOWEST	68.98	0
POINTS	68.98	4100
LOWEST	117.2	0
POINTS	117.2	7700
LOWEST	118.1	0
POINTS	118.1	6700
LOWEST	148.2	0
POINTS	148.2	10000
LOWEST	487.47	0
POINTS	487.47	24400
LOWEST	191.86	0
POINTS	191.86	5600
LOWEST	242.66	0
POINTS	242.66	11200
LOWEST	131.6	0
POINTS	131.6	8000
LOWEST	103.6	0
POINTS	103.6	6000
LOWEST	73.6	0
POINTS	73.6	3800
LOWEST	208.46	0
POINTS	208.46	7800
LOWEST	130.1	0
POINTS	130.1	7600
LOWEST	240.36	0
POINTS	240.36	9800
LOWEST	207.26	0
POINTS	207.26	7700
LOWEST	78.19	0
POINTS	78.19	4800
LOWEST	113.6	0
POINTS	113.6	6700
LOWEST	58.2	0
POINTS	58.2	3300
LOWEST	41.2	0
POINTS	41.2	2000
LOWEST	118.2	0
POINTS	118.2	7800
LOWEST	204.1	0
POINTS	204.1	13100
LOWEST	48.2	0
POINTS	48.2	2600
LOWEST	52.2	0
POINTS	52.2	2900
LOWEST	242.1	0
POINTS	242.1	12600
LOWEST	48.98	0
POINTS	48.98	2600
LOWEST	113.6	0
POINTS	113.6	6700
LOWEST	48.2	0
POINTS	48.2	2600
LOWEST	168.1	0
POINTS	168.1	10400
LOWEST	233.1	0
POINTS	233.1	12000
LOWEST	67.2	0
POINTS	67.2	4000
LOWEST	96.98	0
POINTS	96.98	6200
LOWEST	81.2	0
POINTS	81.2	5000
LOWEST	63.2	0
POINTS	63.2	3700
LOWEST	94.82	0
POINTS	94.82	3000
LOWEST	115.6	0
POINTS	115.6	5600
LOWEST	123.21	0
POINTS	123.21	8100
LOWEST	105.1	0
POINTS	105.1	2500
LOWEST	48.98	0
POINTS	48.98	2600
LOWEST	48.2	0
POINTS	48.2	2600
LOWEST	112.2	0
POINTS	112.2	7300
LOWEST	174.2	0
POINTS	174.2	11900
LOWEST	48.2	0
POINTS	48.2	2600
LOWEST	168.1	0
POINTS	168.1	10400
LOWEST	146.2	0
POINTS	146.2	9800
LOWEST	78.19	0
POINTS	78.19	4800
LOWEST	135.2	0
POINTS	135.2	9000
LOWEST	104.2	0
POINTS	104.2	6700
LOWEST	113.2	0
POINTS	113.2	7400
LOWEST	94.2	0
POINTS	94.2	6000
LOWEST	113.98	0
POINTS	113.98	7400
LOWEST	107.2	0
POINTS	107.2	6900
LOWEST	62.1	0
POINTS	62.1	3900
LOWEST	76.2	0
POINTS	76.2	4600
LOWEST	89.2	0
POINTS	89.2	5600
LOWEST	74.2	0
POINTS	74.2	4500
LOWEST	116.2	0
POINTS	116.2	7600
LOWEST	68.2	0
POINTS	68.2	4000
LOWEST	150.2	0
POINTS	150.2	10100
LOWEST	174.2	0
POINTS	174.2	11900
LOWEST	104.2	0
POINTS	104.2	6700
LOWEST	89.2	0
POINTS	89.2	5600
LOWEST	222.66	0
POINTS	222.66	7700
LOWEST	170.6	0
POINTS	170.6	9700
LOWEST	70.2	0
POINTS	70.2	4200
LOWEST	193.2	0
POINTS	193.2	13300
LOWEST	78.19	0
POINTS	78.19	4800
LOWEST	141.56	0
POINTS	141.56	4900
LOWEST	238.2	0
POINTS	238.2	19500
LOWEST	151.2	0
POINTS	151.2	10200
LOWEST	68.1	0
POINTS	68.1	3000
LOWEST	73.2	0
POINTS	73.2	4400
LOWEST	63.2	0
POINTS	63.2	3700
LOWEST	203.5	0
POINTS	203.5	12600
LOWEST	93.2	0
POINTS	93.2	5900
LOWEST	71.2	0
POINTS	71.2	4300
LOWEST	250.1	0
POINTS	250.1	15400
LOWEST	58.2	0
POINTS	58.2	3300
LOWEST	83.2	0
POINTS	83.2	5200
LOWEST	98.99	0
POINTS	98.99	6300
LOWEST	98.1	0
POINTS	98.1	3400
LOWEST	96.2	0
POINTS	96.2	6100
LOWEST	122.4	0
POINTS	122.4	4700
LOWEST	155.2	0
POINTS	155.2	10500
LOWEST	155.1	0
POINTS	155.1	9500
LOWEST	83.2	0
POINTS	83.2	5200
LOWEST	103.2	0
POINTS	103.2	6600
LOWEST	77.2	0
POINTS	77.2	4700
LOWEST	73.2	0
POINTS	73.2	4400
LOWEST	169.4	0
POINTS	169.4	8200
LOWEST	62.1	0
POINTS	62.1	3900
LOWEST	302.86	0
POINTS	302.86	13700
LOWEST	278.82	0
POINTS	278.82	16600
LOWEST	173.98	0
POINTS	173.98	11900
LOWEST	94.82	0
POINTS	94.82	3000
LOWEST	183.1	0
POINTS	183.1	11500
LOWEST	63.2	0
POINTS	63.2	3700
LOWEST	142.99	0
POINTS	142.99	9600
LOWEST	159	0
LOWEST	144.2	0
POINTS	144.2	9700
LOWEST	113.1	0
POINTS	113.1	5200
LOWEST	153.2	0
POINTS	153.2	10300
LOWEST	264.96	0
POINTS	264.96	9700
LOWEST	128.2	0
POINTS	128.2	8500
LOWEST	103.1	0
POINTS	103.1	3800
LOWEST	140.2	0
POINTS	140.2	9400
LOWEST	86.2	0
POINTS	86.2	5400
LOWEST	184.1	0
POINTS	184.1	11600
LOWEST	95.2	0
POINTS	95.2	6000
LOWEST	118.2	0
POINTS	118.2	7800
LOWEST	162.59	0
POINTS	162.59	3000
LOWEST	145.1	0
POINTS	145.1	6900
LOWEST	103.2	0
POINTS	103.2	6600
LOWEST	208.4	0
POINTS	208.4	11100
LOWEST	78.19	0
POINTS	78.19	4800
LOWEST	63.2	0
POINTS	63.2	3700
LOWEST	159.2	0
POINTS	159.2	10800
LOWEST	147.68	0
POINTS	147.68	2500
LOWEST	48.2	0
POINTS	48.2	2600
LOWEST	94.2	0
POINTS	94.2	6000
LOWEST	208.79	0
POINTS	208.79	12100
LOWEST	186.06	0
POINTS	186.06	5600
LOWEST	41.2	0
POINTS	41.2	2000
LOWEST	99.2	0
POINTS	99.2	6300
LOWEST	162.59	0
POINTS	162.59	3000
LOWEST	152.2	0
POINTS	152.2	10300
LOWEST	118.1	0
POINTS	118.1	6700
LOWEST	119.2	0
POINTS	119.2	7800
LOWEST	94.2	0
POINTS	94.2	6000
LOWEST	132.2	0
POINTS	132.2	8800
LOWEST	48.2	0
POINTS	48.2	2600
LOWEST	93.2	0
POINTS	93.2	5900
LOWEST	130.2	0
POINTS	130.2	8600
LOWEST	63.2	0
POINTS	63.2	3700
LOWEST	68.1	0
POINTS	68.1	3000
LOWEST	93.1	0
POINTS	93.1	4900
LOWEST	74.2	0
POINTS	74.2	4500
LOWEST	98.1	0
POINTS	98.1	5200
LOWEST	123.1	0
POINTS	123.1	5200
LOWEST	115.2	0
POINTS	115.2	7500
LOWEST	52.2	0
POINTS	52.2	2900
LOWEST	73.2	0
POINTS	73.2	4400
LOWEST	68.2	0
POINTS	68.2	4000
LOWEST	103.1	0
POINTS	103.1	2300
LOWEST	104.2	0
POINTS	104.2	6700
LOWEST	236.98	0
POINTS	236.98	16600
LOWEST	83.2	0
POINTS	83.2	5200
LOWEST	159	0
LOWEST	104.46	0
POINTS	104.46	3400
LOWEST	91.2	0
POINTS	91.2	5800
LOWEST	142.2	0
POINTS	142.2	9500
LOWEST	508.1	0
POINTS	508.1	50600
LOWEST	104.2	0
POINTS	104.2	6700
LOWEST	138.2	0
POINTS	138.2	9200
LOWEST	95.2	0
POINTS	95.2	6000
LOWEST	143.1	0
POINTS	143.1	8600
LOWEST	138.82	0
POINTS	138.82	6300
LOWEST	81.2	0
POINTS	81.2	5000
LOWEST	112.2	0
POINTS	112.2	7300
LOWEST	251.58	0
POINTS	251.58	15400
LOWEST	94.4	0
POINTS	94.4	4000
LOWEST	85.2	0
POINTS	85.2	5300
LOWEST	216.1	0
POINTS	216.1	13200
LOWEST	104.82	0
POINTS	104.82	3800
LOWEST	257.28	0
POINTS	257.28	10500
LOWEST	228.8	0
POINTS	228.8	8900
LOWEST	66.2	0
POINTS	66.2	3900
LOWEST	96.1	0
POINTS	96.1	3200
LOWEST	176.1	0
POINTS	176.1	10300
LOWEST	194.4	0
POINTS	194.4	10000
LOWEST	93.1	0
POINTS	93.1	4900
LOWEST	92.2	0
POINTS	92.2	5800
LOWEST	116.1	0
POINTS	116.1	6600
LOWEST	333.1	0
POINTS	333.1	21900
LOWEST	109.46	0
POINTS	109.46	3800
LOWEST	148.2	0
POINTS	148.2	10000
LOWEST	150.2	0
POINTS	150.2	10100
LOWEST	98.2	0
POINTS	98.2	6300
LOWEST	88.98	0
POINTS	88.98	5600
LOWEST	91.2	0
POINTS	91.2	5800
LOWEST	87.2	0
POINTS	87.2	5500
LOWEST	66.2	0
POINTS	66.2	3900
LOWEST	58.2	0
POINTS	58.2	3300
LOWEST	97.2	0
POINTS	97.2	6200
LOWEST	106.7	0
POINTS	106.7	7000
LOWEST	159	0
LOWEST	136.1	0
POINTS	136.1	6900
LOWEST	118.2	0
POINTS	118.2	7800
LOWEST	101.1	0
POINTS	101.1	5500
LOWEST	68.1	0
POINTS	68.1	3000
LOWEST	138.82	0
POINTS	138.82	6300
LOWEST	93.2	0
POINTS	93.2	5900
LOWEST	183.2	0
POINTS	183.2	12600
LOWEST	132.2	0
POINTS	132.2	8800
LOWEST	107.2	0
POINTS	107.2	6900
LOWEST	160.06	0
POINTS	160.06	4700
LOWEST	143.98	0
POINTS	143.98	9700
LOWEST	120.8	0
POINTS	120.8	3000
LOWEST	98.1	0
POINTS	98.1	3400
LOWEST	98.2	0
POINTS	98.2	6300
LOWEST	143.89	0
POINTS	143.89	6300
LOWEST	144.58	0
POINTS	144.58	7500
LOWEST	104.2	0
POINTS	104.2	6700
LOWEST	230.06	0
POINTS	230.06	8600
LOWEST	101.4	0
POINTS	101.4	4500
LOWEST	130.26	0
POINTS	130.26	4000
LOWEST	66.2	0
POINTS	66.2	3900
LOWEST	104.46	0
POINTS	104.46	3400
LOWEST	137.2	0
POINTS	137.2	9200
LOWEST	129.1	0
POINTS	129.1	4300
LOWEST	114.2	0
POINTS	114.2	7500
LOWEST	39.2	0
POINTS	39.2	1900
LOWEST	63.2	0
POINTS	63.2	3700
LOWEST	92.98	0
POINTS	92.98	5900
LOWEST	183.36	0
POINTS	183.36	5200
LOWEST	89.2	0
POINTS	89.2	5600
LOWEST	114.2	0
POINTS	114.2	7500
LOWEST	104.2	0
POINTS	104.2	6700
LOWEST	112.2	0
POINTS	112.2	7300
LOWEST	138.2	0
POINTS	138.2	2300
LOWEST	140.2	0
POINTS	140.2	9400
LOWEST	48.98	0
POINTS	48.98	2600
LOWEST	143.2	0
POINTS	143.2	9600
LOWEST	98.2	0
POINTS	98.2	6300
LOWEST	191.24	0
POINTS	191.24	6600
LOWEST	162.4	0
POINTS	162.4	7700
LOWEST	102.46	0
POINTS	102.46	3200
LOWEST	131.2	0
POINTS	131.2	8700
LOWEST	183.1	0
POINTS	183.1	11500
LOWEST	83.2	0
POINTS	83.2	5200
LOWEST	133.98	0
POINTS	133.98	8900
LOWEST	143.1	0
POINTS	143.1	8600
LOWEST	215.56	0
POINTS	215.56	8200
LOWEST	99.2	0
POINTS	99.2	6300
LOWEST	108.49	0
POINTS	108.49	3800
LOWEST	98.1	0
POINTS	98.1	6600
LOWEST	250.26	0
POINTS	250.26	9100
LOWEST	118.2	0
POINTS	118.2	7800
LOWEST	78.19	0
POINTS	78.19	4800
LOWEST	212.59	0
POINTS	212.59	6700
LOWEST	217.69	0
POINTS	217.69	11500
LOWEST	167.31	0
POINTS	167.31	6900
LOWEST	59.2	0
POINTS	59.2	3400
LOWEST	278.96	0
POINTS	278.96	10700
LOWEST	108.2	0
POINTS	108.2	7000
LOWEST	252.76	0
POINTS	252.76	10400
LOWEST	114.6	0
POINTS	114.6	6300
LOWEST	98.99	0
POINTS	98.99	6300
LOWEST	83.2	0
POINTS	83.2	5200
LOWEST	151.46	0
POINTS	151.46	6900
LOWEST	138.2	0
POINTS	138.2	9200
LOWEST	98.2	0
POINTS	98.2	6300
LOWEST	103.2	0
POINTS	103.2	6600
LOWEST	82.2	0
POINTS	82.2	5100
LOWEST	101.1	0
POINTS	101.1	5500
LOWEST	85.2	0
POINTS	85.2	5300
LOWEST	138.56	0
POINTS	138.56	4500
LOWEST	158.98	0
POINTS	158.98	10800
LOWEST	63.2	0
POINTS	63.2	3700
LOWEST	111.2	0
POINTS	111.2	7200
LOWEST	80.21	0
POINTS	80.21	4900
LOWEST	104.46	0
POINTS	104.46	3400
LOWEST	122.98	0
POINTS	122.98	8100
LOWEST	223.2	0
POINTS	223.2	15500
LOWEST	108.49	0
POINTS	108.49	3800
LOWEST	81.2	0
POINTS	81.2	5000
LOWEST	87.2	0
POINTS	87.2	5500
LOWEST	78.19	0
POINTS	78.19	4800
LOWEST	221.87	0
POINTS	221.87	10000
LOWEST	128.2	0
POINTS	128.2	8500
LOWEST	240.93	0
POINTS	240.93	12100
LOWEST	118.2	0
POINTS	118.2	7800
LOWEST	68.2	0
POINTS	68.2	4000
LOWEST	50.6	0
POINTS	50.6	3400
LOWEST	48.2	0
POINTS	48.2	2600
LOWEST	144.46	0
POINTS	144.46	3000
LOWEST	123.21	0
POINTS	123.21	3800
LOWEST	191.96	0
POINTS	191.96	5500
LOWEST	127.2	0
POINTS	127.2	8400
LOWEST	155.2	0
POINTS	155.2	10500
LOWEST	215.56	0
POINTS	215.56	8200
LOWEST	261.56	0
POINTS	261.56	11100
LOWEST	108.2	0
POINTS	108.2	7000
LOWEST	112.2	0
POINTS	112.2	7300
LOWEST	109.2	0
POINTS	109.2	7100
LOWEST	164.2	0
POINTS	164.2	4300
LOWEST	118.2	0
POINTS	118.2	7800
LOWEST	95.2	0
POINTS	95.2	6000
LOWEST	72.2	0
POINTS	72.2	4300
LOWEST	91.2	0
POINTS	91.2	5800
LOWEST	112.2	0
POINTS	112.2	7300
LOWEST	179.96	0
POINTS	179.96	8000
LOWEST	81.2	0
POINTS	81.2	5000
LOWEST	220.16	0
POINTS	220.16	9700
LOWEST	73.2	0
POINTS	73.2	4400
LOWEST	59.2	0
POINTS	59.2	3400
LOWEST	40.2	0
POINTS	40.2	2000
LOWEST	150.2	0
POINTS	150.2	10100
LOWEST	173.5	0
LOWEST	83.2	0
POINTS	83.2	5200
LOWEST	102.98	0
POINTS	102.98	6600
LOWEST	104.2	0
POINTS	104.2	6700
LOWEST	128.2	0
POINTS	128.2	8500
LOWEST	192.46	0
POINTS	192.46	6600
LOWEST	150.2	0
POINTS	150.2	10100
LOWEST	101.4	0
POINTS	101.4	4500
LOWEST	83.2	0
POINTS	83.2	5200
LOWEST	254.1	0
POINTS	254.1	15700
LOWEST	129.48	0
POINTS	129.48	8900
LOWEST	78.19	0
POINTS	78.19	4800
LOWEST	73.2	0
POINTS	73.2	4400
LOWEST	67.2	0
POINTS	67.2	4000
LOWEST	128.98	0
POINTS	128.98	8600
LOWEST	78.19	0
POINTS	78.19	4800
LOWEST	78.19	0
POINTS	78.19	4800
LOWEST	128.2	0
POINTS	128.2	8500
LOWEST	118.2	0
POINTS	118.2	7800
LOWEST	91.2	0
POINTS	91.2	5800
LOWEST	66.2	0
POINTS	66.2	3900
LOWEST	120.8	0
POINTS	120.8	3000
LOWEST	98.2	0
POINTS	98.2	6300
LOWEST	123.21	0
POINTS	123.21	8100
LOWEST	136.2	0
POINTS	136.2	9100
LOWEST	209.96	0
POINTS	209.96	10300
LOWEST	128.2	0
POINTS	128.2	8500
LOWEST	123.21	0
POINTS	123.21	8100
LOWEST	83.2	0
POINTS	83.2	5200
LOWEST	96.98	0
POINTS	96.98	6200
LOWEST	74.2	0
POINTS	74.2	4500
LOWEST	98.2	0
POINTS	98.2	6300
LOWEST	117.2	0
POINTS	117.2	7700
LOWEST	157.2	0
POINTS	157.2	10600
LOWEST	98.2	0
POINTS	98.2	6300
LOWEST	94.49	0
POINTS	94.49	6300
LOWEST	75.2	0
POINTS	75.2	4600
LOWEST	148.2	0
POINTS	148.2	10000
LOWEST	99.2	0
POINTS	99.2	6300
LOWEST	118.2	0
POINTS	118.2	7800
LOWEST	85.2	0
POINTS	85.2	5300
LOWEST	231.96	0
POINTS	231.96	11900
LOWEST	68.2	0
POINTS	68.2	4000
LOWEST	68.2	0
POINTS	68.2	4000
LOWEST	103.2	0
POINTS	103.2	6600
LOWEST	118.2	0
POINTS	118.2	7800
LOWEST	158.98	0
POINTS	158.98	10800
LOWEST	58.2	0
POINTS	58.2	3300
LOWEST	54.2	0
POINTS	54.2	3000
LOWEST	89.2	0
POINTS	89.2	5600
LOWEST	82.2	0
POINTS	82.2	5100
LOWEST	96.2	0
POINTS	96.2	6100
LOWEST	78.19	0
POINTS	78.19	4800
LOWEST	118.2	0
POINTS	118.2	7800
LOWEST	48.2	0
POINTS	48.2	2600
LOWEST	98.99	0
POINTS	98.99	6300
LOWEST	118.2	0
POINTS	118.2	7800
LOWEST	78.1	0
POINTS	78.1	3800
LOWEST	66.2	0
POINTS	66.2	3900
LOWEST	138.56	0
POINTS	138.56	4500
LOWEST	68.2	0
POINTS	68.2	4000
LOWEST	258.2	0
POINTS	258.2	18100
LOWEST	112.98	0
POINTS	112.98	7400
LOWEST	110.2	0
POINTS	110.2	7200
LOWEST	207.26	0
POINTS	207.26	7700
LOWEST	162.2	0
POINTS	162.2	11000
LOWEST	155.1	0
POINTS	155.1	9500
LOWEST	109.2	0
POINTS	109.2	7100
LOWEST	111.2	0
POINTS	111.2	7200
LOWEST	144.2	0
POINTS	144.2	9700
LOWEST	157.98	0
POINTS	157.98	10700
LOWEST	108.2	0
POINTS	108.2	7000
LOWEST	68.2	0
POINTS	68.2	4000
LOWEST	174.1	0
POINTS	174.1	9800
LOWEST	564.1	0
POINTS	564.1	56500
LOWEST	182.66	0
POINTS	182.66	7500
LOWEST	137.98	0
POINTS	137.98	9200
LOWEST	70.2	0
POINTS	70.2	4200
LOWEST	119.1	0
POINTS	119.1	6000
LOWEST	58.2	0
POINTS	58.2	3300
LOWEST	83.98	0
POINTS	83.98	5200
LOWEST	83.7	0
POINTS	83.7	5300
LOWEST	91.2	0
POINTS	91.2	5800
LOWEST	369.2	0
POINTS	369.2	30900
LOWEST	88.2	0
POINTS	88.2	5500
LOWEST	107.2	0
POINTS	107.2	6900
LOWEST	53.2	0
POINTS	53.2	2900
LOWEST	128.2	0
POINTS	128.2	8500
LOWEST	117.2	0
POINTS	117.2	7700
LOWEST	75.2	0
POINTS	75.2	4600
LOWEST	207.26	0
POINTS	207.26	7700
LOWEST	83.2	0
POINTS	83.2	5200
LOWEST	111.2	0
POINTS	111.2	7200
LOWEST	54.2	0
POINTS	54.2	3000
LOWEST	128.2	0
POINTS	128.2	8500
LOWEST	118.2	0
POINTS	118.2	7800
LOWEST	81.2	0
POINTS	81.2	5000
LOWEST	243.4	0
POINTS	243.4	13700
LOWEST	118.2	0
POINTS	118.2	7800
LOWEST	147.98	0
POINTS	147.98	10000
LOWEST	126.2	0
POINTS	126.2	8300
LOWEST	31.2	0
POINTS	31.2	1300
LOWEST	230.2	0
POINTS	230.2	16000
LOWEST	73.2	0
POINTS	73.2	4400
LOWEST	78.19	0
POINTS	78.19	4800
LOWEST	113.98	0
POINTS	113.98	7400
LOWEST	104.2	0
POINTS	104.2	6700
LOWEST	130.1	0
POINTS	130.1	7600
LOWEST	94.2	0
POINTS	94.2	6000
LOWEST	104.2	0
POINTS	104.2	6700
LOWEST	58.2	0
POINTS	58.2	3300
LOWEST	118.2	0
POINTS	118.2	7800
LOWEST	118.1	0
POINTS	118.1	5600
LOWEST	98.2	0
POINTS	98.2	6300
LOWEST	68.2	0
POINTS	68.2	4000
LOWEST	185.2	0
POINTS	185.2	12700
LOWEST	118.2	0
POINTS	118.2	7800
LOWEST	89.2	0
POINTS	89.2	5600
LOWEST	126.7	0
POINTS	126.7	8500
LOWEST	93.2	0
POINTS	93.2	5900
LOWEST	143.2	0
POINTS	143.2	9600
LOWEST	111.2	0
POINTS	111.2	7200
LOWEST	128.98	0
POINTS	128.98	8600
LOWEST	107.2	0
POINTS	107.2	6900
LOWEST	108.1	0
POINTS	108.1	6000
LOWEST	89.2	0
POINTS	89.2	5600
LOWEST	123.21	0
POINTS	123.21	8100
LOWEST	66.2	0
POINTS	66.2	3900
LOWEST	147.98	0
POINTS	147.98	10000
LOWEST	108.1	0
POINTS	108.1	6000
LOWEST	118.2	0
POINTS	118.2	7800
LOWEST	178.2	0
POINTS	178.2	12200
LOWEST	98.99	0
POINTS	98.99	6300
LOWEST	185.4	0
POINTS	185.4	9400
LOWEST	123.21	0
POINTS	123.21	8100
LOWEST	148.2	0
POINTS	148.2	10000
LOWEST	159.2	0
POINTS	159.2	10800
LOWEST	224.2	0
POINTS	224.2	15600
LOWEST	144.2	0
POINTS	144.2	9700
LOWEST	98.2	0
POINTS	98.2	6300
LOWEST	179.1	0
POINTS	179.1	11200
LOWEST	190.4	0
POINTS	190.4	9800
LOWEST	118.2	0
POINTS	118.2	7800
LOWEST	162.4	0
POINTS	162.4	7700
LOWEST	151.2	0
POINTS	151.2	10200
LOWEST	133.2	0
POINTS	133.2	8900
LOWEST	126.2	0
POINTS	126.2	8300
LOWEST	118.2	0
POINTS	118.2	7800
LOWEST	165.21	0
POINTS	165.21	11200
LOWEST	157.98	0
POINTS	157.98	10700
LOWEST	118.1	0
POINTS	118.1	6700
LOWEST	68.1	0
POINTS	68.1	3000
LOWEST	162.4	0
POINTS	162.4	7700
LOWEST	137.98	0
POINTS	137.98	9200
LOWEST	277.61	0
POINTS	277.61	13400
LOWEST	83.98	0
POINTS	83.98	5200
LOWEST	103.2	0
POINTS	103.2	6600
LOWEST	130.1	0
POINTS	130.1	7600
LOWEST	118.1	0
POINTS	118.1	6700
LOWEST	199.6	0
POINTS	199.6	12600
LOWEST	148.2	0
POINTS	148.2	10000
LOWEST	543.47	0
POINTS	543.47	30800
LOWEST	191.86	0
POINTS	191.86	5600
LOWEST	242.66	0
POINTS	242.66	11200
LOWEST	131.6	0
POINTS	131.6	8000
LOWEST	97.6	0
POINTS	97.6	5500
LOWEST	88.6	0
POINTS	88.6	4900
LOWEST	208.46	0
POINTS	208.46	7800
LOWEST	130.1	0
POINTS	130.1	7600
LOWEST	207.26	0
POINTS	207.26	7700
LOWEST	53.2	0
POINTS	53.2	2900
LOWEST	107.6	0
POINTS	107.6	6300
LOWEST	98.2	0
POINTS	98.2	6300
LOWEST	197.1	0
POINTS	197.1	12600
LOWEST	68.2	0
POINTS	68.2	4000
LOWEST	302.1	0
POINTS	302.1	17100
LOWEST	127.1	0
POINTS	127.1	7400
LOWEST	104.2	0
POINTS	104.2	6700
LOWEST	132.6	0
POINTS	132.6	8100
LOWEST	111.2	0
POINTS	111.2	7200
LOWEST	162.1	0
POINTS	162.1	10000
LOWEST	259.1	0
POINTS	259.1	13900
LOWEST	68.2	0
POINTS	68.2	4000
LOWEST	48.2	0
POINTS	48.2	2600
LOWEST	84.2	0
POINTS	84.2	5200
LOWEST	48.98	0
POINTS	48.98	2600
LOWEST	94.82	0
POINTS	94.82	3000
LOWEST	137.1	0
POINTS	137.1	8100
LOWEST	105.1	0
POINTS	105.1	2500
LOWEST	48.98	0
POINTS	48.98	2600
LOWEST	159	0
LOWEST	158.2	0
POINTS	158.2	10700
LOWEST	146.2	0
POINTS	146.2	9800
LOWEST	73.2	0
POINTS	73.2	4400
LOWEST	68.1	0
POINTS	68.1	3000
LOWEST	119.2	0
POINTS	119.2	7800
LOWEST	73.2	0
POINTS	73.2	4400
LOWEST	113.2	0
POINTS	113.2	7400
LOWEST	107.2	0
POINTS	107.2	6900
LOWEST	113.98	0
POINTS	113.98	7400
LOWEST	84.2	0
POINTS	84.2	5200
LOWEST	93.2	0
